quickSort
1000,9.2e-05
2000,0.000197
3000,0.000315
4000,0.000496
5000,0.000571
6000,0.000665
7000,0.000797
8000,0.000905
9000,0.001043
10000,0.001166
11000,0.001365
12000,0.0015
13000,0.001731
14000,0.001718
15000,0.001933
16000,0.002037
17000,0.002157
18000,0.002226
19000,0.002519
20000,0.002456
21000,0.002515
22000,0.002682
23000,0.00282
24000,0.002909
25000,0.003342
26000,0.003279
27000,0.003304
28000,0.003572
29000,0.003703
30000,0.003927
31000,0.003919
32000,0.003997
33000,0.004243
34000,0.004338
35000,0.004495
36000,0.004594
37000,0.004871
38000,0.004802
39000,0.004977
40000,0.005392
41000,0.005322
42000,0.005331
43000,0.005708
44000,0.005698
45000,0.005771
46000,0.006125
47000,0.00612
48000,0.006412
49000,0.006353
50000,0.006567
51000,0.006998
52000,0.006837
53000,0.007233
54000,0.007165
55000,0.007424
56000,0.007486
57000,0.007793
58000,0.007738
59000,0.00806
60000,0.007985
61000,0.008296
62000,0.008243
63000,0.00853
64000,0.008668
65000,0.009023
66000,0.008825
67000,0.009512
68000,0.009356
69000,0.009487
70000,0.009859
71000,0.009483
72000,0.010458
73000,0.010108
74000,0.010156
75000,0.010423
76000,0.010582
77000,0.01047
78000,0.011196
79000,0.010839
80000,0.011211
81000,0.011045
82000,0.011627
83000,0.012445
84000,0.012388
85000,0.011795
86000,0.012215
87000,0.012246
88000,0.012099
89000,0.01213
90000,0.012687
91000,0.012829
92000,0.012767
93000,0.012772
94000,0.013185
95000,0.013866
96000,0.013549
97000,0.013824
98000,0.013936
99000,0.014818
100000,0.014064
